title,placeUrl,website,rating,reviewCount,address,phoneNumber,email,company,city,personal_opener,subject_1,subject_2,subject_3,email_1,followup_1,followup_2,segment
Wild Elephants Hostel,https://www.google.com/maps/place/Wild+Elephants+Hostel/data=!4m7!3m6!1s0x476c894332917f41:0x5cf4fb4532df73e1!8m2!3d48.1461797!4d17.1095561!16s%2Fg%2F11b6dg7xjz!19sChIJQX-RMkOJbEcR4XPfMkX79Fw,http://www.elephants.sk/,4.5,1478.0,"Námestie SNP 5, 811 06 Bratislava, Slovakia",+421 915 361 090,merch@elephants.sk,Wild Elephants Hostel,Bratislava,"Všimol som si Wild Elephants Hostel v Bratislava – máte hodnotenie 4.5 (1478 recenzií), pekný signál, že máte dobrý servis.",Wild Elephants Hostel: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Wild Elephants Hostel,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Wild Elephants Hostel v Bratislava – máte hodnotenie 4.5 (1478 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Wild Elephants Hostel. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Wild Elephants Hostel

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Wild Elephants Hostel.

— Adam","Subject: Wild Elephants Hostel: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Wild Elephants Hostel (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
"Grand Hotel River Park, a Luxury Collection Hotel, Bratislava","https://www.google.com/maps/place/Grand+Hotel+River+Park,+a+Luxury+Collection+Hotel,+Bratislava/data=!4m7!3m6!1s0x476c8bdf9e0b2c9f:0x972b6e6c527c8c8e!8m2!3d48.1417314!4d17.089977!16s%2Fg%2F11c72j96_9!19sChIJnywLnt-LbEcRjox8UmxuK5c",https://www.marriott.com/en-us/hotels/btslc-grand-hotel-river-park-a-luxury-collection-hotel-bratislava/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,4.6,1582.0,"Dvořákovo nábrežie 6, 811 02 Bratislava, Slovakia",+421 2/322 382 22,,"Grand Hotel River Park, a Luxury Collection Hotel, Bratislava",Bratislava,"Všimol som si Grand Hotel River Park, a Luxury Collection Hotel, Bratislava v Bratislava – máte hodnotenie 4.6 (1582 recenzií), pekný signál, že máte dobrý servis.","Grand Hotel River Park, a Luxury Collection Hotel, Bratislava: menej zmeškaných rezervácií (AI recepcia)","Krátka otázka k recepcii v Grand Hotel River Park, a Luxury Collection Hotel, Bratislava",Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Grand Hotel River Park, a Luxury Collection Hotel, Bratislava v Bratislava – máte hodnotenie 4.6 (1582 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Grand Hotel River Park, a Luxury Collection Hotel, Bratislava. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Grand Hotel River Park, a Luxury Collection Hotel, Bratislava

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Grand Hotel River Park, a Luxury Collection Hotel, Bratislava.

— Adam","Subject: Grand Hotel River Park, a Luxury Collection Hotel, Bratislava: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Grand Hotel River Park, a Luxury Collection Hotel, Bratislava (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Sheraton Bratislava Hotel,https://www.google.com/maps/place/Sheraton+Bratislava+Hotel/data=!4m7!3m6!1s0x476c893fbeae6bbb:0x28cc40e439b54037!8m2!3d48.140525!4d17.122354!16s%2Fg%2F11dxnm1043!19sChIJu2uuvj-JbEcRN0C1OeRAzCg,https://www.marriott.com/en-us/hotels/btssi-sheraton-bratislava-hotel/overview/?scid=f2ae0541-1279-4f24-b197-a979c79310b0,4.6,1591.0,"Pribinova 12, 811 09 Bratislava, Slovakia",+421 2/353 500 00,,Sheraton Bratislava Hotel,Bratislava,"Všimol som si Sheraton Bratislava Hotel v Bratislava – máte hodnotenie 4.6 (1591 recenzií), pekný signál, že máte dobrý servis.",Sheraton Bratislava Hotel: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Sheraton Bratislava Hotel,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Sheraton Bratislava Hotel v Bratislava – máte hodnotenie 4.6 (1591 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Sheraton Bratislava Hotel. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Sheraton Bratislava Hotel

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Sheraton Bratislava Hotel.

— Adam","Subject: Sheraton Bratislava Hotel: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Sheraton Bratislava Hotel (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Hotel Viktor,https://www.google.com/maps/place/Hotel+Viktor/data=!4m10!3m9!1s0x476c89791a866353:0xe77308f9305cdb7d!5m2!4m1!1i2!8m2!3d48.1257682!4d17.091402!16s%2Fg%2F1vxdx2f7!19sChIJU2OGGnmJbEcRfdtcMPkIc-c,http://www.hotelviktor.sk/,3.6,1680.0,"Kremnická 2009/26, 851 01 Petržalka, Slovakia",+421 2/634 520 84,recepcia@hotelviktor.sk,Hotel Viktor,Petržalka,"Všimol som si Hotel Viktor v Petržalka – máte hodnotenie 3.6 (1680 recenzií), pekný signál, že máte dobrý servis.",Hotel Viktor: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Hotel Viktor,Petržalka: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Hotel Viktor v Petržalka – máte hodnotenie 3.6 (1680 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Hotel Viktor. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Hotel Viktor

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Hotel Viktor.

— Adam","Subject: Hotel Viktor: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Hotel Viktor (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Hotel Devin,https://www.google.com/maps/place/Hotel+Devin/data=!4m10!3m9!1s0x476c89683fdf14d1:0xbb672fc68f377bed!5m2!4m1!1i2!8m2!3d48.1400944!4d17.1074451!16s%2Fg%2F121bdh95!19sChIJ0RTfP2iJbEcR7Xs3j8YvZ7s,http://www.hoteldevin.sk/,4.5,1939.0,"Riečna 162/4, 811 02 Bratislava, Slovakia",+421 2/599 851 11,recepcia@hoteldevin.sk,Hotel Devin,Bratislava,"Všimol som si Hotel Devin v Bratislava – máte hodnotenie 4.5 (1939 recenzií), pekný signál, že máte dobrý servis.",Hotel Devin: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Hotel Devin,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Hotel Devin v Bratislava – máte hodnotenie 4.5 (1939 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Hotel Devin. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Hotel Devin

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Hotel Devin.

— Adam","Subject: Hotel Devin: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Hotel Devin (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
DoubleTree by Hilton Bratislava,https://www.google.com/maps/place/DoubleTree+by+Hilton+Bratislava/data=!4m10!3m9!1s0x476c8ecba37bc5db:0xa05a556acf52647f!5m2!4m1!1i2!8m2!3d48.1608818!4d17.137951!16s%2Fg%2F1232rbgz3!19sChIJ28V7o8uObEcRf2RSz2pVWqA,https://www.hilton.com/en/hotels/btsdidi-doubletree-bratislava/?SEO_id=GMB-EMEA-DI-BTSDIDI,4.5,1986.0,"Trnavská cesta 27/A, 831 04 Bratislava, Slovakia",+421 2/323 401 11,,DoubleTree by Hilton Bratislava,Bratislava,"Všimol som si DoubleTree by Hilton Bratislava v Bratislava – máte hodnotenie 4.5 (1986 recenzií), pekný signál, že máte dobrý servis.",DoubleTree by Hilton Bratislava: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v DoubleTree by Hilton Bratislava,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si DoubleTree by Hilton Bratislava v Bratislava – máte hodnotenie 4.5 (1986 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre DoubleTree by Hilton Bratislava. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: DoubleTree by Hilton Bratislava

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre DoubleTree by Hilton Bratislava.

— Adam","Subject: DoubleTree by Hilton Bratislava: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre DoubleTree by Hilton Bratislava (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Hotel NH Bratislava Gate One,https://www.google.com/maps/place/Hotel+NH+Bratislava+Gate+One/data=!4m7!3m6!1s0x476c8f237d2c300f:0xf143d3e595da01c!8m2!3d48.166424!4d17.177408!16s%2Fm%2F0fq0kh4!19sChIJDzAsfSOPbEcRHKBdWT49FA8,https://www.nh-hotels.com/en/hotel/nh-bratislava-gate-one?utm_campaign=local-gmb&utm_medium=organic_search&utm_source=google_gmb,4.5,2149.0,"Ambrušova 7, 821 04 Bratislava, Slovakia",+421 2/327 701 10,,Hotel NH Bratislava Gate One,Bratislava,"Všimol som si Hotel NH Bratislava Gate One v Bratislava – máte hodnotenie 4.5 (2149 recenzií), pekný signál, že máte dobrý servis.",Hotel NH Bratislava Gate One: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Hotel NH Bratislava Gate One,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Hotel NH Bratislava Gate One v Bratislava – máte hodnotenie 4.5 (2149 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Hotel NH Bratislava Gate One. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Hotel NH Bratislava Gate One

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Hotel NH Bratislava Gate One.

— Adam","Subject: Hotel NH Bratislava Gate One: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Hotel NH Bratislava Gate One (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Hotel Saffron,https://www.google.com/maps/place/Hotel+Saffron/data=!4m10!3m9!1s0x476c894ee6aebd9d:0xc226f3eb5de48f9c!5m2!4m1!1i2!8m2!3d48.1528294!4d17.1181922!16s%2Fg%2F1hc6y03_k!19sChIJnb2u5k6JbEcRnI_kXevzJsI,http://www.hotelsaffron.sk/,4.3,2215.0,"Radlinského 27, 811 07 Bratislava, Slovakia",+421 2/212 993 01,rezervacia@hotelsaffron.sk,Hotel Saffron,Bratislava,"Všimol som si Hotel Saffron v Bratislava – máte hodnotenie 4.3 (2215 recenzií), pekný signál, že máte dobrý servis.",Hotel Saffron: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Hotel Saffron,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Hotel Saffron v Bratislava – máte hodnotenie 4.3 (2215 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Hotel Saffron. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Hotel Saffron

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Hotel Saffron.

— Adam","Subject: Hotel Saffron: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Hotel Saffron (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Lindner Hotel Bratislava - JDV by Hyatt,https://www.google.com/maps/place/Lindner+Hotel+Bratislava+-+JDV+by+Hyatt/data=!4m10!3m9!1s0x476c894abec95f07:0x36482f8f14f8a572!5m2!4m1!1i2!8m2!3d48.1573879!4d17.129264!16s%2Fg%2F1hhgwg96x!19sChIJB1_JvkqJbEcRcqX4FI8vSDY,https://www.hyatt.com/en-US/hotel/slovakia/lindner-hotel-bratislava/btsjb?src=corp_lclb_google_seo_btsjb&utm_source=google&utm_medium=organic&utm_campaign=lmr,4.5,2263.0,"Metodova 4, 821 08 Bratislava, Slovakia",+421 2/399 300 00,,Lindner Hotel Bratislava - JDV by Hyatt,Bratislava,"Všimol som si Lindner Hotel Bratislava - JDV by Hyatt v Bratislava – máte hodnotenie 4.5 (2263 recenzií), pekný signál, že máte dobrý servis.",Lindner Hotel Bratislava - JDV by Hyatt: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Lindner Hotel Bratislava - JDV by Hyatt,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Lindner Hotel Bratislava - JDV by Hyatt v Bratislava – máte hodnotenie 4.5 (2263 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Lindner Hotel Bratislava - JDV by Hyatt. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Lindner Hotel Bratislava - JDV by Hyatt

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Lindner Hotel Bratislava - JDV by Hyatt.

— Adam","Subject: Lindner Hotel Bratislava - JDV by Hyatt: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Lindner Hotel Bratislava - JDV by Hyatt (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
Vienna House Easy Bratislava,https://www.google.com/maps/place/Vienna+House+Easy+Bratislava/data=!4m10!3m9!1s0x476c8f1f7b364461:0xad35045f2cb7562b!5m2!4m1!1i2!8m2!3d48.1624199!4d17.1817968!16s%2Fg%2F1tg2jgl1!19sChIJYUQ2ex-PbEcRK1a3LF8ENa0,https://www.wyndhamhotels.com/en-uk/vienna-house/bratislavaslovak-republic/vienna-house-easy-bratislava/overview?CID=LC:6qt7c54dekbf1g7:57416&iata=00093796,4.3,2326.0,"Galvaniho 28, 821 04 Bratislava, Slovakia",+421 2/322 991 00,accessibility@wyndham.com,Vienna House Easy Bratislava,Bratislava,"Všimol som si Vienna House Easy Bratislava v Bratislava – máte hodnotenie 4.3 (2326 recenzií), pekný signál, že máte dobrý servis.",Vienna House Easy Bratislava: menej zmeškaných rezervácií (AI recepcia),Krátka otázka k recepcii v Vienna House Easy Bratislava,Bratislava: riešite hovory aj mimo služby?,"Ahoj,
Všimol som si Vienna House Easy Bratislava v Bratislava – máte hodnotenie 4.3 (2326 recenzií), pekný signál, že máte dobrý servis.

Pomáham ubytovaniam nasadiť AI recepciu, ktorá:
- zdvihne telefón / odpovie na správy 24/7 (SK/EN),
- vybaví typické otázky (dostupnosť, check‑in/out, parkovanie, platby),
- a keď ide o niečo špeciálne, prepojí to na človeka alebo pošle prehľad do emailu/WhatsAppu.

Zmysel je jednoduchý: menej zmeškaných hovorov = viac rezervácií a pokojnejšia recepcia.

Ak chcete, pripravím 30‑sekundovú ukážku “ako by to znelo” priamo pre Vienna House Easy Bratislava. 
Stačí mi napísať, či je u vás väčší problém telefón alebo správy.

— Adam","Subject: Re: Vienna House Easy Bratislava

Ahoj,
len krátky bump: ak by AI recepcia riešila jednu vec najlepšie, bola by to u vás skôr
1) večer/nočné hovory, alebo
2) špičky cez deň?

Odpoveď jedným číslom mi stačí a podľa toho pripravím mini‑ukážku pre Vienna House Easy Bratislava.

— Adam","Subject: Vienna House Easy Bratislava: 3 otázky, ktoré sa dajú automatizovať

Ahoj,
u ubytovaní sa dokola opakujú tie isté veci: dostupnosť/cena, check‑in pravidlá a parkovanie. 
AI recepcia to vie odpovedať hneď, konzistentne, a recepcii pošle len “výnimky”.

Chcete ukážku scenára pre Vienna House Easy Bratislava (SK/EN) + návrh odpovedí na FAQ?

— Adam",hotel
