title,placeUrl,website,rating,reviewCount,address,phoneNumber,oslovenie,poznamka,email,owner_info,custom_insight,company,city,personal_opener,subject_1,subject_2,subject_3,email_1,followup_1,followup_2,segment
Family Dental Care - Panónska,https://www.google.com/maps/place/Family+Dental+Care+-+Pan%C3%B3nska/data=!4m7!3m6!1s0x476c89a1a21001c3:0x5acd54eab92df17a!8m2!3d48.1213355!4d17.1005238!16s%2Fg%2F11q3rj6dsk!19sChIJwwEQoqGJbEcRevEtuepUzVo,http://www.familydentalcare.sk/,50,331,"Panónska cesta 8, 851 01 Petržalka, Slovensko",+421 910 211 313,,,office@familydentalcare.sk,,,Family Dental Care - Panónska,Petržalka,"Narazil som na Family Dental Care - Panónska v Petržalka – hodnotenie 50.0 (331 recenzií) naznačuje, že pacienti sú spokojní.","Family Dental Care - Panónska: menej telefonátov, viac času na výkon",AI recepcia pre Family Dental Care - Panónska – rýchla otázka,Petržalka: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Family Dental Care - Panónska v Petržalka – hodnotenie 50.0 (331 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Family Dental Care - Panónska. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Family Dental Care - Panónska

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Family Dental Care - Panónska – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Family Dental Care - Panónska: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
BioDent Bratislava,https://www.google.com/maps/place/BioDent+Bratislava/data=!4m7!3m6!1s0x476c891d336dde4d:0x7e1b648b031a622!8m2!3d48.146191!4d17.1383198!16s%2Fg%2F11rd6p0xb8!19sChIJTd5tMx2JbEcRIqYxsEi24Qc,http://www.biodent.sk/,48,370,"Prievozská 4a, 821 09 Ružinov, Slovensko",+421 904 641 641,,,641info@biodent.sk,,,BioDent Bratislava,Ružinov,"Narazil som na BioDent Bratislava v Ružinov – hodnotenie 48.0 (370 recenzií) naznačuje, že pacienti sú spokojní.","BioDent Bratislava: menej telefonátov, viac času na výkon",AI recepcia pre BioDent Bratislava – rýchla otázka,Ružinov: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na BioDent Bratislava v Ružinov – hodnotenie 48.0 (370 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za BioDent Bratislava. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: BioDent Bratislava

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: BioDent Bratislava – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre BioDent Bratislava: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
DENT SK s.r.o.,https://www.google.com/maps/place/DENT+SK+s.r.o./data=!4m7!3m6!1s0x476c89bd4e78464d:0xc24557f04153948!8m2!3d48.1110843!4d17.1031447!16s%2Fg%2F11b6y13tcj!19sChIJTUZ4Tr2JbEcRSDkVBH9VJAw,http://www.dent.sk/,47,387,"Pajštúnska 3, 851 01 Petržalka, Slovensko",+421 903 204 180,,,info@dent.sk,MUDr. Zuzana Javorčeková,,DENT SK s.r.o.,Petržalka,"Narazil som na DENT SK s.r.o. v Petržalka – hodnotenie 47.0 (387 recenzií) naznačuje, že pacienti sú spokojní.","DENT SK s.r.o.: menej telefonátov, viac času na výkon",AI recepcia pre DENT SK s.r.o. – rýchla otázka,Petržalka: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň Zuzana,
Narazil som na DENT SK s.r.o. v Petržalka – hodnotenie 47.0 (387 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za DENT SK s.r.o.. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: DENT SK s.r.o.

Dobrý deň Zuzana,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: DENT SK s.r.o. – mini ukážka bez záväzku

Dobrý deň Zuzana,
viem spraviť 30‑sekundovú ukážku presne pre DENT SK s.r.o.: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Zubná pohotovosť s.r.o.,https://www.google.com/maps/place/Zubn%C3%A1+pohotovos%C5%A5+s.r.o./data=!4m7!3m6!1s0x476c894baa903d6b:0x35e99f8daaddf25d!8m2!3d48.1562624!4d17.1260186!16s%2Fg%2F11bzx442_1!19sChIJaz2QqkuJbEcRXfLdqo2f6TU,http://www.bolimazub.sk/,44,433,"Krížna 4921/44, 821 08 Bratislava, Slovensko",+421 907 797 347,,,ambulancia@bolimazub.sk,,,Zubná pohotovosť s.r.o.,Bratislava,"Narazil som na Zubná pohotovosť s.r.o. v Bratislava – hodnotenie 44.0 (433 recenzií) naznačuje, že pacienti sú spokojní.","Zubná pohotovosť s.r.o.: menej telefonátov, viac času na výkon",AI recepcia pre Zubná pohotovosť s.r.o. – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Zubná pohotovosť s.r.o. v Bratislava – hodnotenie 44.0 (433 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Zubná pohotovosť s.r.o.. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Zubná pohotovosť s.r.o.

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Zubná pohotovosť s.r.o. – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Zubná pohotovosť s.r.o.: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Doktor Úsmev - Zubná Klinika,https://www.google.com/maps/place/Doktor+%C3%9Asmev+-+Zubn%C3%A1+Klinika/data=!4m7!3m6!1s0x476c89f38e713513:0x4ababbc7437f44f6!8m2!3d48.1487754!4d17.1255669!16s%2Fg%2F11tmyyxqfc!19sChIJEzVxjvOJbEcR9kR_Q8e7uko,https://www.doktorusmev.sk/,49,548,"City Business Center II., Karadžičova 7243/10, 821 08 Ružinov, Slovensko",+421 917 777 003,,,info@doktorusmev.sk,,,Doktor Úsmev,Ružinov,"Narazil som na Doktor Úsmev v Ružinov – hodnotenie 49.0 (548 recenzií) naznačuje, že pacienti sú spokojní.","Doktor Úsmev: menej telefonátov, viac času na výkon",AI recepcia pre Doktor Úsmev – rýchla otázka,Ružinov: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Doktor Úsmev v Ružinov – hodnotenie 49.0 (548 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Doktor Úsmev. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Doktor Úsmev

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Doktor Úsmev – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Doktor Úsmev: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Family Dental Care,https://www.google.com/maps/place/Family+Dental+Care/data=!4m7!3m6!1s0x476c8941846a6997:0xc8961dec6c244f10!8m2!3d48.1423285!4d17.11452!16s%2Fg%2F12hpwwjcd!19sChIJl2lqhEGJbEcREE8kbOwdlsg,http://www.familydentalcare.sk/,47,574,"Štúrova 16/12, 811 02 Bratislava, Slovensko",+421 2/529 642 68,,,office@familydentalcare.sk,,,Family Dental Care,Bratislava,"Narazil som na Family Dental Care v Bratislava – hodnotenie 47.0 (574 recenzií) naznačuje, že pacienti sú spokojní.","Family Dental Care: menej telefonátov, viac času na výkon",AI recepcia pre Family Dental Care – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Family Dental Care v Bratislava – hodnotenie 47.0 (574 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Family Dental Care. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Family Dental Care

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Family Dental Care – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Family Dental Care: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Dr. Martin Zubná klinika,https://www.google.com/maps/place/Dr.+Martin+Zubn%C3%A1+klinika/data=!4m7!3m6!1s0x476c89b6e94781a3:0x53bc0e4c71b2c611!8m2!3d48.1026175!4d17.1157471!16s%2Fg%2F11b6n9f3fq!19sChIJo4FH6baJbEcREcaycUwOvFM,https://www.doktormartin.sk/,48,696,"Antolská 4, 851 07 Petržalka, Slovensko",+421 2/456 919 79,,,info@doktormartin.sk,MDDr. Petra Stana,,Dr. Martin Zubná klinika,Petržalka,"Narazil som na Dr. Martin Zubná klinika v Petržalka – hodnotenie 48.0 (696 recenzií) naznačuje, že pacienti sú spokojní.","Dr. Martin Zubná klinika: menej telefonátov, viac času na výkon",AI recepcia pre Dr. Martin Zubná klinika – rýchla otázka,Petržalka: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň Petra,
Narazil som na Dr. Martin Zubná klinika v Petržalka – hodnotenie 48.0 (696 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Dr. Martin Zubná klinika. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Dr. Martin Zubná klinika

Dobrý deň Petra,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Dr. Martin Zubná klinika – mini ukážka bez záväzku

Dobrý deň Petra,
viem spraviť 30‑sekundovú ukážku presne pre Dr. Martin Zubná klinika: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Dental Centrum NIVY,https://www.google.com/maps/place/Dental+Centrum+NIVY/data=!4m7!3m6!1s0x476c89381f562ab9:0xbb8ac186ad9b03f9!8m2!3d48.1482307!4d17.1267096!16s%2Fg%2F11b7gp6r8k!19sChIJuSpWHziJbEcR-QObrYbBirs,https://dentalcentrumnivy.eu/,50,792,"Budovateľská 1054/4, 821 08 Bratislava, Slovensko",+421 948 605 747,,,info@dentalcentrumnivy.eu,,,Dental Centrum NIVY,Bratislava,"Narazil som na Dental Centrum NIVY v Bratislava – hodnotenie 50.0 (792 recenzií) naznačuje, že pacienti sú spokojní.","Dental Centrum NIVY: menej telefonátov, viac času na výkon",AI recepcia pre Dental Centrum NIVY – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Dental Centrum NIVY v Bratislava – hodnotenie 50.0 (792 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Dental Centrum NIVY. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Dental Centrum NIVY

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Dental Centrum NIVY – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Dental Centrum NIVY: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Dental Brothers - Central,https://www.google.com/maps/place/Dental+Brothers+-+Central/data=!4m7!3m6!1s0x476c894abb90791d:0x64c01745d52a46e6!8m2!3d48.1571753!4d17.1301694!16s%2Fg%2F11c6sr4bld!19sChIJHXmQu0qJbEcR5kYq1UUXwGQ,http://dentalbrothers.sk/,48,902,"Metodova 6, 821 08 Bratislava, Slovensko",+421 911 112 142,,,central@dentalbrothers.sk,,,Dental Brothers - Central,Bratislava,"Narazil som na Dental Brothers - Central v Bratislava – hodnotenie 48.0 (902 recenzií) naznačuje, že pacienti sú spokojní.","Dental Brothers - Central: menej telefonátov, viac času na výkon",AI recepcia pre Dental Brothers - Central – rýchla otázka,Bratislava: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Dental Brothers - Central v Bratislava – hodnotenie 48.0 (902 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Dental Brothers - Central. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Dental Brothers - Central

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Dental Brothers - Central – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Dental Brothers - Central: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
Dental Brothers - Nivy,https://www.google.com/maps/place/Dental+Brothers+-+Nivy/data=!4m7!3m6!1s0x476c891d48843461:0x47eb4c9f551d3dfd!8m2!3d48.1464233!4d17.1299877!16s%2Fg%2F11r_cgjxcz!19sChIJYTSESB2JbEcR_T0dVZ9M60c,http://www.dentalbrothers.sk/,48,946,"Mlynské nivy 5, 811 09 Ružinov, Slovensko",+421 917 196 170,,,central@dentalbrothers.sk,,,Dental Brothers - Nivy,Ružinov,"Narazil som na Dental Brothers - Nivy v Ružinov – hodnotenie 48.0 (946 recenzií) naznačuje, že pacienti sú spokojní.","Dental Brothers - Nivy: menej telefonátov, viac času na výkon",AI recepcia pre Dental Brothers - Nivy – rýchla otázka,Ružinov: objednávanie pacientov bez neustáleho zdvíhania?,"Dobrý deň,
Narazil som na Dental Brothers - Nivy v Ružinov – hodnotenie 48.0 (946 recenzií) naznačuje, že pacienti sú spokojní.

Robím AI recepciu pre ambulancie, ktorá odľahčí tímu telefóny a správy:
- objedná / preobjedná termíny (alebo aspoň predvyplní požiadavku),
- odpovie na časté otázky (cenník, urgent, parkovanie, príprava na zákrok),
- a keď treba, presne odovzdá kontext sestričke/recepcii.

Cieľ: menej prerušovania práce + rýchlejšie vybavenie pacientov.

Ak chcete, pošlem krátke demo (text alebo hlas), ako by AI komunikovala za Dental Brothers - Nivy. 
Je pre vás väčšia bolesť telefón alebo správy?

— Adam","Subject: Re: Dental Brothers - Nivy

Dobrý deň,
len bump: ak by AI recepcia vyriešila jednu vec, čo by to bolo skôr?
1) objednávanie/preobjednávanie termínov, alebo
2) odpovedanie na opakované otázky pacientov?

Odpoveď “1” alebo “2” mi stačí.

— Adam","Subject: Dental Brothers - Nivy – mini ukážka bez záväzku

Dobrý deň,
viem spraviť 30‑sekundovú ukážku presne pre Dental Brothers - Nivy: ako by AI zobrala hovor, zistila dôvod, navrhla termín a odovzdala to tímu.

Ak to nie je téma, stačí napísať “stop” a už nebudem pingovať.

— Adam",dentist
